movieid,title,genre,img_path
3236,zachariah,['Western'],../dataset/posters/3236.jpg
3806,mackenna's gold,['Western'],../dataset/posters/3806.jpg
3320,mifune,"['Comedy', 'Romance']",../dataset/posters/3320.jpg
2508,the breaks,['Drama'],../dataset/posters/2508.jpg
773,touki bouki,['Drama'],../dataset/posters/773.jpg
3317,wonder boys,"['Comedy', 'Drama']",../dataset/posters/3317.jpg
2222,champagne,['Comedy'],../dataset/posters/2222.jpg
1105,children of the corn iv: the gathering,['Horror'],../dataset/posters/1105.jpg
2243,broadcast news,"['Comedy', 'Drama', 'Romance']",../dataset/posters/2243.jpg
2794,european vacation,['Comedy'],../dataset/posters/2794.jpg
1626,fire down below,"['Action', 'Drama', 'Thriller']",../dataset/posters/1626.jpg
3428,the champ,['Drama'],../dataset/posters/3428.jpg
2611,the winslow boy,['Drama'],../dataset/posters/2611.jpg
1411,hamlet,['Drama'],../dataset/posters/1411.jpg
3054,pokã©mon: the first movie,"['Animation', ""Children's""]",../dataset/posters/3054.jpg
3678,the man with the golden arm,['Drama'],../dataset/posters/3678.jpg
1859,taste of cherry,['Drama'],../dataset/posters/1859.jpg
65,bio-dome,['Comedy'],../dataset/posters/65.jpg
430,calendar girl,['Drama'],../dataset/posters/430.jpg
3421,animal house,['Comedy'],../dataset/posters/3421.jpg
1582,wild america,"['Adventure', ""Children's""]",../dataset/posters/1582.jpg
2436,tea with mussolini,['Comedy'],../dataset/posters/2436.jpg
1022,cinderella,"['Animation', ""Children's"", 'Musical']",../dataset/posters/1022.jpg
208,waterworld,"['Action', 'Adventure']",../dataset/posters/208.jpg
3348,the night visitor,"['Crime', 'Thriller']",../dataset/posters/3348.jpg
3103,stanley & iris,"['Drama', 'Romance']",../dataset/posters/3103.jpg
2906,random hearts,"['Drama', 'Romance']",../dataset/posters/2906.jpg
1554,the pillow book,"['Drama', 'Romance']",../dataset/posters/1554.jpg
2065,the purple rose of cairo,"['Comedy', 'Drama', 'Romance']",../dataset/posters/2065.jpg
1581,out to sea,['Comedy'],../dataset/posters/1581.jpg
1465,rosewood,['Drama'],../dataset/posters/1465.jpg
2427,the thin red line,"['Action', 'Drama', 'War']",../dataset/posters/2427.jpg
51,guardian angel,"['Action', 'Drama', 'Thriller']",../dataset/posters/51.jpg
717,mouth to mouth,['Comedy'],../dataset/posters/717.jpg
2017,babes in toyland,"[""Children's"", 'Fantasy', 'Musical']",../dataset/posters/2017.jpg
3937,runaway,"['Sci-Fi', 'Thriller']",../dataset/posters/3937.jpg
1217,ran,"['Drama', 'War']",../dataset/posters/1217.jpg
1623,wishmaster,['Horror'],../dataset/posters/1623.jpg
86,white squall,"['Adventure', 'Drama']",../dataset/posters/86.jpg
1613,star maps,['Drama'],../dataset/posters/1613.jpg
2003,gremlins,"['Comedy', 'Horror']",../dataset/posters/2003.jpg
1639,chasing amy,"['Drama', 'Romance']",../dataset/posters/1639.jpg
2221,blackmail,['Thriller'],../dataset/posters/2221.jpg
3884,the crew,['Comedy'],../dataset/posters/3884.jpg
1630,the lay of the land,"['Comedy', 'Drama']",../dataset/posters/1630.jpg
3632,monsieur verdoux,['Comedy'],../dataset/posters/3632.jpg
3494,true grit,"['Adventure', 'Western']",../dataset/posters/3494.jpg
412,the age of innocence,['Drama'],../dataset/posters/412.jpg
978,the blue angel,['Drama'],../dataset/posters/978.jpg
2904,rain,['Drama'],../dataset/posters/2904.jpg
454,the firm,"['Drama', 'Thriller']",../dataset/posters/454.jpg
3413,impact,"['Crime', 'Drama']",../dataset/posters/3413.jpg
2742,mã©nage,"['Comedy', 'Drama']",../dataset/posters/2742.jpg
3659,quatermass ii,"['Sci-Fi', 'Thriller']",../dataset/posters/3659.jpg
2951,a fistful of dollars,"['Action', 'Western']",../dataset/posters/2951.jpg
2262,about last night...,"['Comedy', 'Drama', 'Romance']",../dataset/posters/2262.jpg
957,the scarlet letter,['Drama'],../dataset/posters/957.jpg
910,some like it hot,"['Comedy', 'Crime']",../dataset/posters/910.jpg
710,celtic pride,['Comedy'],../dataset/posters/710.jpg
2487,"blood, guts, bullets and octane","['Action', 'Comedy']",../dataset/posters/2487.jpg
2917,body heat,"['Crime', 'Thriller']",../dataset/posters/2917.jpg
3135,the great santini,['Drama'],../dataset/posters/3135.jpg
1646,rocket man,['Comedy'],../dataset/posters/1646.jpg
618,two much,"['Comedy', 'Romance']",../dataset/posters/618.jpg
3003,train of life,"['Comedy', 'Drama']",../dataset/posters/3003.jpg
3186,"girl, interrupted",['Drama'],../dataset/posters/3186.jpg
2978,three to tango,"['Comedy', 'Romance']",../dataset/posters/2978.jpg
2568,the mod squad,"['Action', 'Crime']",../dataset/posters/2568.jpg
903,vertigo,"['Mystery', 'Thriller']",../dataset/posters/903.jpg
2228,the mountain eagle,['Drama'],../dataset/posters/2228.jpg
341,double happiness,['Drama'],../dataset/posters/341.jpg
2655,howling ii: your sister is a werewolf,['Horror'],../dataset/posters/2655.jpg
2448,virus,"['Horror', 'Sci-Fi']",../dataset/posters/2448.jpg
1052,the proprietor,['Drama'],../dataset/posters/1052.jpg
1836,the last days of disco,['Drama'],../dataset/posters/1836.jpg
3359,breaking away,['Drama'],../dataset/posters/3359.jpg
3501,murphy's romance,"['Comedy', 'Romance']",../dataset/posters/3501.jpg
3419,something for everyone,"['Comedy', 'Crime']",../dataset/posters/3419.jpg
3837,phantasm ii,['Horror'],../dataset/posters/3837.jpg
1149,jlg/jlg - autoportrait de dã©cembre,"['Documentary', 'Drama']",../dataset/posters/1149.jpg
2987,who framed roger rabbit?,"['Adventure', 'Animation', 'Film-Noir']",../dataset/posters/2987.jpg
1258,the shining,['Horror'],../dataset/posters/1258.jpg
1679,chairman of the board,['Comedy'],../dataset/posters/1679.jpg
2684,taxman,"['Comedy', 'Drama']",../dataset/posters/2684.jpg
1030,pete's dragon,"['Adventure', 'Animation', ""Children's"", 'Musical']",../dataset/posters/1030.jpg
2634,the mummy,['Horror'],../dataset/posters/2634.jpg
2522,airport '77,['Drama'],../dataset/posters/2522.jpg
1225,amadeus,['Drama'],../dataset/posters/1225.jpg
1556,speed 2: cruise control,"['Action', 'Romance', 'Thriller']",../dataset/posters/1556.jpg
822,hedd wyn,['Drama'],../dataset/posters/822.jpg
311,relative fear,"['Horror', 'Thriller']",../dataset/posters/311.jpg
2119,maximum overdrive,['Horror'],../dataset/posters/2119.jpg
3025,rough night in jericho,['Western'],../dataset/posters/3025.jpg
2176,rope,['Thriller'],../dataset/posters/2176.jpg
1280,raise the red lantern,['Drama'],../dataset/posters/1280.jpg
1963,take the money and run,['Comedy'],../dataset/posters/1963.jpg
3342,birdy,"['Drama', 'War']",../dataset/posters/3342.jpg
1721,titanic,"['Drama', 'Romance']",../dataset/posters/1721.jpg
2354,the rugrats movie,"['Animation', ""Children's"", 'Comedy']",../dataset/posters/2354.jpg
3021,the funhouse,['Horror'],../dataset/posters/3021.jpg
3220,night tide,['Drama'],../dataset/posters/3220.jpg
1161,the tin drum,['Drama'],../dataset/posters/1161.jpg
1509,all over me,['Drama'],../dataset/posters/1509.jpg
3162,simpatico,"['Comedy', 'Drama']",../dataset/posters/3162.jpg
2185,i confess,['Thriller'],../dataset/posters/2185.jpg
955,bringing up baby,['Comedy'],../dataset/posters/955.jpg
2860,blue streak,['Comedy'],../dataset/posters/2860.jpg
3448,"good morning, vietnam","['Comedy', 'Drama', 'War']",../dataset/posters/3448.jpg
1539,twin town,"['Comedy', 'Crime']",../dataset/posters/1539.jpg
3947,get carter,['Thriller'],../dataset/posters/3947.jpg
1027,robin hood: prince of thieves,['Drama'],../dataset/posters/1027.jpg
3915,girlfight,['Drama'],../dataset/posters/3915.jpg
3546,what ever happened to baby jane?,"['Drama', 'Thriller']",../dataset/posters/3546.jpg
1405,beavis and butt-head do america,"['Animation', 'Comedy']",../dataset/posters/1405.jpg
1080,monty python's life of brian,['Comedy'],../dataset/posters/1080.jpg
1002,ed's next move,['Comedy'],../dataset/posters/1002.jpg
1292,being there,['Comedy'],../dataset/posters/1292.jpg
738,le garcu,['Drama'],../dataset/posters/738.jpg
1340,bride of frankenstein,['Horror'],../dataset/posters/1340.jpg
531,the secret garden,"[""Children's"", 'Drama']",../dataset/posters/531.jpg
2085,101 dalmatians,"['Animation', ""Children's""]",../dataset/posters/2085.jpg
616,the aristocats,"['Animation', ""Children's""]",../dataset/posters/616.jpg
1487,selena,"['Drama', 'Musical']",../dataset/posters/1487.jpg
778,trainspotting,['Drama'],../dataset/posters/778.jpg
3332,the legend of lobo,"['Adventure', ""Children's""]",../dataset/posters/3332.jpg
1361,paradise lost: the child murders at robin hood hills,['Documentary'],../dataset/posters/1361.jpg
420,beverly hills cop iii,"['Action', 'Comedy']",../dataset/posters/420.jpg
3803,greaser's palace,['Drama'],../dataset/posters/3803.jpg
1671,deceiver,['Crime'],../dataset/posters/1671.jpg
750,dr. strangelove or: how i learned to stop worrying and love the bomb,"['Sci-Fi', 'War']",../dataset/posters/750.jpg
3860,the opportunists,['Crime'],../dataset/posters/3860.jpg
2577,metroland,"['Comedy', 'Drama']",../dataset/posters/2577.jpg
1515,volcano,"['Drama', 'Thriller']",../dataset/posters/1515.jpg
3178,the hurricane,['Drama'],../dataset/posters/3178.jpg
1387,jaws,"['Action', 'Horror']",../dataset/posters/1387.jpg
3395,nadine,['Comedy'],../dataset/posters/3395.jpg
3713,the long walk home,['Drama'],../dataset/posters/3713.jpg
3043,meatballs 4,['Comedy'],../dataset/posters/3043.jpg
1366,the crucible,['Drama'],../dataset/posters/1366.jpg
199,the umbrellas of cherbourg,"['Drama', 'Musical']",../dataset/posters/199.jpg
1115,sleepover,"['Comedy', 'Drama']",../dataset/posters/1115.jpg
3819,tampopo,['Comedy'],../dataset/posters/3819.jpg
3643,the fighting seabees,"['Action', 'Drama', 'War']",../dataset/posters/3643.jpg
3751,chicken run,"['Animation', ""Children's"", 'Comedy']",../dataset/posters/3751.jpg
3854,aimã©e & jaguar,"['Drama', 'Romance']",../dataset/posters/3854.jpg
3690,porky's revenge,['Comedy'],../dataset/posters/3690.jpg
211,the browning version,['Drama'],../dataset/posters/211.jpg
1283,high noon,['Western'],../dataset/posters/1283.jpg
3387,who's harry crumb?,['Comedy'],../dataset/posters/3387.jpg
3271,of mice and men,['Drama'],../dataset/posters/3271.jpg
816,two deaths,['Drama'],../dataset/posters/816.jpg
332,village of the damned,"['Horror', 'Sci-Fi']",../dataset/posters/332.jpg
2056,in search of the castaways,"['Adventure', ""Children's""]",../dataset/posters/2056.jpg
3831,saving grace,['Comedy'],../dataset/posters/3831.jpg
1570,tetsuo ii: body hammer,['Sci-Fi'],../dataset/posters/1570.jpg
3527,predator,"['Action', 'Sci-Fi', 'Thriller']",../dataset/posters/3527.jpg
1354,breaking the waves,['Drama'],../dataset/posters/1354.jpg
804,she's the one,"['Comedy', 'Romance']",../dataset/posters/804.jpg
2114,the outsiders,['Drama'],../dataset/posters/2114.jpg
2128,safe men,['Comedy'],../dataset/posters/2128.jpg
3899,circus,['Comedy'],../dataset/posters/3899.jpg
2833,lucie aubrac,"['Romance', 'War']",../dataset/posters/2833.jpg
1172,cinema paradiso,"['Comedy', 'Drama', 'Romance']",../dataset/posters/1172.jpg
3855,an affair of love,"['Drama', 'Romance']",../dataset/posters/3855.jpg
3948,meet the parents,['Comedy'],../dataset/posters/3948.jpg
3753,the patriot,"['Action', 'Drama', 'War']",../dataset/posters/3753.jpg
288,natural born killers,"['Action', 'Thriller']",../dataset/posters/288.jpg
951,his girl friday,['Comedy'],../dataset/posters/951.jpg
1253,the day the earth stood still,"['Drama', 'Sci-Fi']",../dataset/posters/1253.jpg
337,what's eating gilbert grape,['Drama'],../dataset/posters/337.jpg
3929,the bank dick,['Comedy'],../dataset/posters/3929.jpg
3838,phantasm iii: lord of the dead,['Horror'],../dataset/posters/3838.jpg
1500,grosse pointe blank,"['Comedy', 'Crime']",../dataset/posters/1500.jpg
3762,daughter of dr. jeckyll,['Horror'],../dataset/posters/3762.jpg
2775,head on,['Drama'],../dataset/posters/2775.jpg
2,jumanji,"['Adventure', ""Children's"", 'Fantasy']",../dataset/posters/2.jpg
1130,the howling,['Horror'],../dataset/posters/1130.jpg
1779,sphere,"['Adventure', 'Sci-Fi', 'Thriller']",../dataset/posters/1779.jpg
2002,lethal weapon 3,"['Action', 'Comedy', 'Crime', 'Drama']",../dataset/posters/2002.jpg
2401,pale rider,['Western'],../dataset/posters/2401.jpg
3489,hook,"['Adventure', 'Fantasy']",../dataset/posters/3489.jpg
279,my family,['Drama'],../dataset/posters/279.jpg
3857,bless the child,['Thriller'],../dataset/posters/3857.jpg
3650,anguish,['Horror'],../dataset/posters/3650.jpg
1448,fire on the mountain,['Documentary'],../dataset/posters/1448.jpg
975,something to sing about,"['Comedy', 'Musical']",../dataset/posters/975.jpg
2420,the karate kid,['Drama'],../dataset/posters/2420.jpg
1542,brassed off,"['Comedy', 'Drama', 'Romance']",../dataset/posters/1542.jpg
2196,knock off,['Action'],../dataset/posters/2196.jpg
728,cold comfort farm,['Comedy'],../dataset/posters/728.jpg
3910,dancer in the dark,"['Drama', 'Musical']",../dataset/posters/3910.jpg
1655,phantoms,['Horror'],../dataset/posters/1655.jpg
2685,the red dwarf,"['Comedy', 'Drama']",../dataset/posters/2685.jpg
2688,the general's daughter,"['Drama', 'Thriller']",../dataset/posters/2688.jpg
2338,i still know what you did last summer,"['Horror', 'Mystery', 'Thriller']",../dataset/posters/2338.jpg
3327,beyond the mat,['Documentary'],../dataset/posters/3327.jpg
1234,the sting,"['Comedy', 'Crime']",../dataset/posters/1234.jpg
3892,anatomy,['Horror'],../dataset/posters/3892.jpg
379,timecop,"['Action', 'Sci-Fi']",../dataset/posters/379.jpg
1707,home alone 3,"[""Children's"", 'Comedy']",../dataset/posters/1707.jpg
2984,on any sunday,['Documentary'],../dataset/posters/2984.jpg
2396,shakespeare in love,"['Comedy', 'Romance']",../dataset/posters/2396.jpg
61,eye for an eye,"['Drama', 'Thriller']",../dataset/posters/61.jpg
100,city hall,"['Drama', 'Thriller']",../dataset/posters/100.jpg
961,little lord fauntleroy,['Drama'],../dataset/posters/961.jpg
882,the trigger effect,"['Drama', 'Thriller']",../dataset/posters/882.jpg
409,above the rim,['Drama'],../dataset/posters/409.jpg
3487,el dorado,['Western'],../dataset/posters/3487.jpg
2835,chill factor,"['Action', 'Thriller']",../dataset/posters/2835.jpg
3943,bamboozled,['Comedy'],../dataset/posters/3943.jpg
938,gigi,['Musical'],../dataset/posters/938.jpg
1264,diva,"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",../dataset/posters/1264.jpg
3581,human traffic,['Drama'],../dataset/posters/3581.jpg
2528,logan's run,"['Action', 'Adventure', 'Sci-Fi']",../dataset/posters/2528.jpg
1464,lost highway,['Mystery'],../dataset/posters/1464.jpg
2745,the mission,['Drama'],../dataset/posters/2745.jpg
90,the journey of august king,['Drama'],../dataset/posters/90.jpg
3519,force 10 from navarone,"['Action', 'War']",../dataset/posters/3519.jpg
415,another stakeout,"['Comedy', 'Thriller']",../dataset/posters/415.jpg
1497,double team,['Action'],../dataset/posters/1497.jpg
2218,juno and paycock,['Drama'],../dataset/posters/2218.jpg
3380,railroaded!,['Film-Noir'],../dataset/posters/3380.jpg
3479,ladyhawke,"['Adventure', 'Fantasy', 'Romance']",../dataset/posters/3479.jpg
1868,the truce,"['Drama', 'War']",../dataset/posters/1868.jpg
647,courage under fire,"['Drama', 'War']",../dataset/posters/647.jpg
1684,mrs. dalloway,['Romance'],../dataset/posters/1684.jpg
1233,the boat,"['Action', 'Drama', 'War']",../dataset/posters/1233.jpg
2094,the rocketeer,"['Action', 'Adventure', 'Sci-Fi']",../dataset/posters/2094.jpg
11,the american president,"['Comedy', 'Drama', 'Romance']",../dataset/posters/11.jpg
3258,death becomes her,['Comedy'],../dataset/posters/3258.jpg
916,roman holiday,"['Comedy', 'Romance']",../dataset/posters/916.jpg
1386,terror in a texas town,['Western'],../dataset/posters/1386.jpg
2485,she's all that,"['Comedy', 'Romance']",../dataset/posters/2485.jpg
3060,the commitments,"['Comedy', 'Drama']",../dataset/posters/3060.jpg
3912,beautiful,"['Comedy', 'Drama']",../dataset/posters/3912.jpg
3033,spaceballs,"['Comedy', 'Sci-Fi']",../dataset/posters/3033.jpg
2493,the harmonists,['Drama'],../dataset/posters/2493.jpg
1057,everyone says i love you,"['Comedy', 'Musical', 'Romance']",../dataset/posters/1057.jpg
3585,the great locomotive chase,"['Adventure', 'War']",../dataset/posters/3585.jpg
699,to cross the rubicon,['Drama'],../dataset/posters/699.jpg
3582,"jails, hospitals & hip-hop",['Drama'],../dataset/posters/3582.jpg
1829,chinese box,"['Drama', 'Romance']",../dataset/posters/1829.jpg
1330,april fool's day,"['Comedy', 'Horror']",../dataset/posters/1330.jpg
3712,soapdish,['Comedy'],../dataset/posters/3712.jpg
2501,october sky,['Drama'],../dataset/posters/2501.jpg
3069,the effect of gamma rays on man-in-the-moon marigolds,['Drama'],../dataset/posters/3069.jpg
2817,aces: iron eagle iii,"['Action', 'War']",../dataset/posters/2817.jpg
885,bogus,"[""Children's"", 'Drama', 'Fantasy']",../dataset/posters/885.jpg
2702,summer of sam,['Drama'],../dataset/posters/2702.jpg
2841,stir of echoes,['Thriller'],../dataset/posters/2841.jpg
3610,roustabout,['Musical'],../dataset/posters/3610.jpg
1621,soul food,['Drama'],../dataset/posters/1621.jpg
1204,lawrence of arabia,"['Adventure', 'War']",../dataset/posters/1204.jpg
46,how to make an american quilt,"['Drama', 'Romance']",../dataset/posters/46.jpg
3306,the circus,['Comedy'],../dataset/posters/3306.jpg
3533,an actor's revenge,['Drama'],../dataset/posters/3533.jpg
83,once upon a time... when we were colored,['Drama'],../dataset/posters/83.jpg
178,love & human remains,['Comedy'],../dataset/posters/178.jpg
3924,pajama party,['Comedy'],../dataset/posters/3924.jpg
1863,major league: back to the minors,['Comedy'],../dataset/posters/1863.jpg
1599,steel,['Action'],../dataset/posters/1599.jpg
3725,american pop,"['Animation', 'Musical']",../dataset/posters/3725.jpg
515,the remains of the day,['Drama'],../dataset/posters/515.jpg
701,daens,['Drama'],../dataset/posters/701.jpg
204,under siege 2: dark territory,['Action'],../dataset/posters/204.jpg
3772,hatchet for the honeymoon,['Horror'],../dataset/posters/3772.jpg
326,to live,['Drama'],../dataset/posters/326.jpg
436,color of night,"['Drama', 'Thriller']",../dataset/posters/436.jpg
2747,the little shop of horrors,"['Comedy', 'Horror']",../dataset/posters/2747.jpg
2770,bowfinger,['Comedy'],../dataset/posters/2770.jpg
1416,evita,"['Drama', 'Musical']",../dataset/posters/1416.jpg
6,heat,"['Action', 'Crime', 'Thriller']",../dataset/posters/6.jpg
3152,the last picture show,['Drama'],../dataset/posters/3152.jpg
696,butterfly kiss,['Thriller'],../dataset/posters/696.jpg
1726,the postman,['Drama'],../dataset/posters/1726.jpg
1806,paulie,"['Adventure', ""Children's"", 'Comedy']",../dataset/posters/1806.jpg
1490,b*a*p*s,['Comedy'],../dataset/posters/1490.jpg
1140,entertaining angels: the dorothy day story,['Drama'],../dataset/posters/1140.jpg
1770,b. monkey,"['Romance', 'Thriller']",../dataset/posters/1770.jpg
3507,the odd couple,['Comedy'],../dataset/posters/3507.jpg
2289,the player,"['Comedy', 'Drama']",../dataset/posters/2289.jpg
3600,blue hawaii,"['Comedy', 'Musical']",../dataset/posters/3600.jpg
3269,forever young,"['Adventure', 'Romance', 'Sci-Fi']",../dataset/posters/3269.jpg
501,naked,['Drama'],../dataset/posters/501.jpg
541,blade runner,"['Film-Noir', 'Sci-Fi']",../dataset/posters/541.jpg
3730,the conversation,"['Drama', 'Mystery']",../dataset/posters/3730.jpg
2866,the buddy holly story,['Drama'],../dataset/posters/2866.jpg
3747,jesus' son,['Drama'],../dataset/posters/3747.jpg
2168,dance with me,"['Drama', 'Romance']",../dataset/posters/2168.jpg
2679,finding north,"['Drama', 'Romance']",../dataset/posters/2679.jpg
2146,st. elmo's fire,"['Drama', 'Romance']",../dataset/posters/2146.jpg
2699,arachnophobia,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']",../dataset/posters/2699.jpg
2524,the towering inferno,"['Action', 'Drama']",../dataset/posters/2524.jpg
1559,the next step,['Drama'],../dataset/posters/1559.jpg
547,surviving the game,"['Action', 'Adventure', 'Thriller']",../dataset/posters/547.jpg
1389,jaws 3-d,"['Action', 'Horror']",../dataset/posters/1389.jpg
2594,open your eyes,"['Drama', 'Romance', 'Sci-Fi']",../dataset/posters/2594.jpg
2670,"run silent, run deep",['War'],../dataset/posters/2670.jpg
698,delta of venus,['Drama'],../dataset/posters/698.jpg
2095,the shaggy d.a.,"[""Children's"", 'Comedy']",../dataset/posters/2095.jpg
2559,the king and i,"['Animation', ""Children's""]",../dataset/posters/2559.jpg
3574,carnosaur 3: primal species,"['Horror', 'Sci-Fi']",../dataset/posters/3574.jpg
168,first knight,"['Action', 'Adventure', 'Drama', 'Romance']",../dataset/posters/168.jpg
546,super mario bros.,"['Action', 'Adventure', ""Children's"", 'Sci-Fi']",../dataset/posters/546.jpg
1753,half baked,['Comedy'],../dataset/posters/1753.jpg
245,the glass shield,"['Crime', 'Drama']",../dataset/posters/245.jpg
1414,mother,['Comedy'],../dataset/posters/1414.jpg
